ID,TARGET
2,0.0867735893851064
5,0.150940409929041
6,0.279471893217969
7,0.50094964256509
9,0.972183386530903
11,0.146350470864439
12,0.787385581260387
15,0.634453559840671
16,0.568123664565143
17,0.588448653354085
19,0.229787121791659
21,0.806009127120209
22,0.956448336806563
24,0.142037510881321
27,0.571618876783877
28,0.469176185074784
30,0.0492495185839774
33,0.282808831675855
35,0.377628003904086
37,0.411815136247329
38,0.524875359413332
40,0.185681500435253
41,0.216742726001741
44,0.303766915508191
46,0.40992904059722
47,0.860600385132818
48,0.0684006436466274
50,0.469426785196128
52,0.576591310770529
53,0.71103168113113
55,0.988907647260545
57,0.64979292516289
58,0.0670685061594872
59,0.0738215199556833
62,0.37030784246485
63,0.741143264132528
64,0.0744678044791474
65,0.100569785539054
67,0.146706586826347
69,0.827534358595584
70,0.0961908781555831
71,0.554432984251761
72,0.701693529241077
73,0.723495739797937
76,0.00561871851011633
78,0.0619246089319159
79,0.100029016856156
81,0.569350286211718
85,0.631525495264977
86,0.952043050462951
89,0.999300957556253
94,0.522250652879264
96,0.975942388351051
97,0.0702999287768076
98,0.123189743860297
99,0.215476535914954
100,0.520430504629507
103,0.575166846922894
104,0.626381598037405
108,0.722519718272706
110,0.841502017990451
112,0.238017357355773
114,0.40594581761587
116,0.728731963386003
117,0.880556068479781
119,0.893969769711678
120,0.906170038777071
121,0.586628505104329
123,0.6755783587011
124,0.0537998892083674
126,0.0801656598696879
128,0.0849006832150677
129,0.117109393547706
133,0.144939196496874
138,0.30943839193859
147,0.329011580363502
149,0.335131499116305
158,0.36954285262075
160,0.458993906460207
164,0.539344219050885
167,0.544105621356406
168,0.594317971985544
174,0.738742778759661
181,0.831847318578702
185,0.862024848980453
187,0.867181935688095
189,0.390303094252025
190,0.0405444617373183
194,0.876071645255744
197,0.28820332902477
198,0.461948349996043
201,0.63974254134902
205,0.0190456092220845
208,0.398335487615078
211,0.490068321506766
216,0.738861484080298
219,0.902780342398903
223,0.874845023609169
224,0.963293676963254
226,0.373473317681817
229,0.316600279616978
230,0.549763908306734
237,0.723324276557018
238,0.309148223377034
240,0.980637843256219
243,0.709198343401303
245,0.918765992244586
246,0.116449919544172
247,0.154039937745654
248,0.436769632541085
249,0.619048247118099
250,0.321823313724973
251,0.932258830356907
255,0.042206336226226
256,0.0660001582737609
257,0.210570049328655
260,0.299031892162811
261,0.486045530085204
263,0.488907647260545
264,0.883695164736606
267,0.919478224168403
268,0.941267245245192
272,0.0608298820860482
274,0.468886016513229
275,0.708472921997415
277,0.706758289588224
278,0.324975599461869
280,0.0403598090163286
281,0.112743675644306
282,0.140217362631565
283,0.2529478487958
284,0.475269724867446
286,0.516631934369147
290,0.629467936373948
291,0.681566382653196
293,0.706428552586457
295,0.997085124904376
297,0.682529214698357
298,0.803067873064444
300,0.948943522646337
304,0.0591152496768577
305,0.346289799256113
308,0.541098419900288
309,0.590018201482498
310,0.246208024479675
312,0.576657258170883
313,0.374014086364716
315,0.579163259384315
317,0.964150993167849
318,0.329407264765623
321,0.584307156611886
323,0.727070088897096
325,0.85722387823472
326,0.910166451238492
327,0.125840829354507
328,0.672412883484133
329,0.237793136194571
330,0.497296156585507
331,0.283336410878683
334,0.539278271650532
335,0.587802368830621
336,0.206388984146245
337,0.384671186261838
338,0.982669023187106
339,0.222110844390514
341,0.394787517476061
343,0.436558600859954
346,0.449814028331003
348,0.677556780711704
350,0.683980057506133
351,0.692803819673429
352,0.744295549869424
357,0.102337175868527
358,0.376810256139703
360,0.657878076446227
361,0.05953731303912
364,0.323617083014588
365,0.872088422274394
366,0.0447519058798702
367,0.332876098024216
368,0.475467567068506
370,0.772863963702551
372,0.805006726634836
376,0.721794296868817
377,0.955920757603735
379,0.0409005776992271
380,0.150702999287768
381,0.53678545991717
385,0.767192487272152
386,0.799124218523306
389,0.0193357777836398
391,0.0441056213564061
392,0.0688622754491018
393,0.569178822970798
395,0.762932285209317
396,0.632699358991269
397,0.663457226516131
398,0.822680629929568
399,0.870677147906829
400,0.0340684270226068
401,0.0423118520667915
403,0.152483579097312
405,0.483737371072832
406,0.571711203144372
409,0.651639452372787
411,0.668838534384975
413,0.723350655517159
418,0.85533778258461
419,0.860560816692606
422,0.55478910021367
424,0.778904745574929
425,0.157126276082197
427,0.31360626764093
430,0.340037985702604
431,0.476720567675222
434,0.291606214883009
435,0.425690469281701
437,0.322812524730275
438,0.738043736315914
439,0.78081722018518
442,0.818275343585956
446,0.87105964282888
450,0.383589648896041
451,0.207853016434092
452,0.699451317629059
454,0.947413542958137
455,0.388205966920784
463,0.615605792819647
464,0.249373499696642
465,0.801234535334617
467,0.880186763037801
468,0.0243477802105041
470,0.974254134902002
472,0.0897939803212957
473,0.0871428948270859
475,0.742000580337123
476,0.853649529135561
479,0.630048273497059
481,0.729523332190245
483,0.441504655886465
484,0.64050753119312
486,0.86879105225672
487,0.978079084122504
491,0.918159276161334
494,0.0998047956949537
495,0.117623783270463
497,0.206890184388931
498,0.405972196576011
499,0.88964362024849
503,0.919926666490807
504,0.697064021736263
505,0.349349758632515
506,0.597879131604632
507,0.811509140309689
508,0.369213115618982
509,0.856326993589913
510,0.829710622807249
511,0.805666200638371
512,0.915376295866417
516,0.0161834920467435
518,0.38224432192883
519,0.90272758447862
520,0.955617399562109
521,0.554485742172044
522,0.0789786066633253
524,0.309913213221135
525,0.550212350629138
526,0.149133451159355
528,0.681803793294468
529,0.239547337043974
531,0.817206995700229
532,0.630272494658261
534,0.0704713920177267
536,0.0602627344430083
539,0.11565855073993
540,0.285024664327732
541,0.560170408082513
542,0.747711625207734
545,0.126170566356274
546,0.219341053575668
552,0.153367274262049
556,0.228573689625155
557,0.303516315386847
559,0.500435252842333
562,0.616779656545939
563,0.673995621092617
565,0.808581075733995
569,0.908359492468807
570,0.832467224142024
574,0.831596718457358
575,0.0436967474742146
585,0.371336621910364
589,0.493471207365006
590,0.562254345933683
592,0.766691287029465
593,0.0819594291593025
594,0.653420032182331
595,0.792542667968029
597,0.866060829882086
601,0.886399008151099
603,0.0477722968160595
604,0.887163997995199
605,0.112664538763882
607,0.246959824843705
608,0.562966577857501
610,0.984462792476721
612,0.596995436439895
613,0.0779762061779525
615,0.439750455037062
616,0.896673613126171
617,0.972143818090691
619,0.350273022237463
620,0.0129784483895645
621,0.227518531219499
624,0.703843414492601
625,0.061964177372128
628,0.67501121105806
629,0.329512780606188
630,0.11433960273286
632,0.232596481046717
634,0.663312142235353
637,0.760254820754966
638,0.011830963623414
642,0.30622015880134
643,0.772811205782268
644,0.840987628267694
646,0.801894009338152
655,0.0583370703526867
660,0.284958716927379
664,0.00282254873512886
665,0.0112638159803741
666,0.0138885225144425
670,0.0192962093434277
671,0.0299269302804083
672,0.0323274156532749
675,0.0325252578543354
676,0.0357566804716558
677,0.0370228705584426
678,0.0390804294494711
680,0.0545516895723971
683,0.055725553298689
684,0.0599593764013823
685,0.0605397135244929
691,0.0785037853807803
693,0.0918383497322535
696,0.0928539396976971
698,0.114062623651376
699,0.12230604869556
700,0.132013506027592
703,0.149581893481759
704,0.157970402806721
705,0.168469228942995
707,0.170183861352185
709,0.176831359307816
711,0.187396132844443
713,0.19302804083463
716,0.194201904560922
719,0.195573610488275
721,0.196114379171173
722,0.211994513176291
723,0.212271492257775
724,0.227689994460418
727,0.228138436782822
728,0.229523332190245
729,0.229628848030811
733,0.23056530111583
736,0.235419029781846
739,0.235907040544462
742,0.239903453005883
743,0.252974227755942
744,0.257458650979978
745,0.260004220633623
747,0.273404732385449
749,0.278627766493445
750,0.285420348729853
751,0.289166161069931
752,0.300614629771294
755,0.315650637051887
756,0.318196206705532
762,0.318433617346804
763,0.318723785908359
764,0.325213010103142
765,0.326004378907383
766,0.329196233084492
769,0.330449233691208
770,0.35077422248015
773,0.35647207787069
774,0.359782637368435
776,0.38129467936374
777,0.394866654356485
778,0.396304307684191
779,0.39761006621119
780,0.400815109868369
781,0.406367880978132
786,0.413015378933762
788,0.422313962383603
794,0.430306787306444
796,0.455142578279564
801,0.466023899337888
802,0.475612651349284
803,0.478646231765544
804,0.483381255110924
805,0.48768102561397
809,0.496900472183387
810,0.506344139914005
817,0.511699068822707
819,0.534543248305152
821,0.54171832546361
824,0.545727927405102
825,0.548392202379382
826,0.552124825239389
830,0.552533699121581
831,0.560803503125907
832,0.570168033976101
833,0.577263974254135
837,0.586364715502915
839,0.590374317444406
840,0.593157297739323
841,0.593487034741091
842,0.605542219525706
843,0.607177715054473
844,0.613693318209396
845,0.619971510723047
848,0.631499116304835
853,0.633200559233955
854,0.645638238940621
855,0.651665831332929
856,0.657297739323116
861,0.674813368857
865,0.675697064021736
866,0.685681500435253
867,0.688622754491018
870,0.6907462607824
871,0.692790630193358
872,0.699068822707009
873,0.706375794666174
874,0.709237911841515
875,0.727518531219499
876,0.735933419504603
879,0.745654066316706
880,0.747777572608088
883,0.762167295365217
884,0.768511435279221
886,0.770318394048907
890,0.775092985834498
892,0.793690152734179
893,0.797449154554328
894,0.806075074520562
895,0.816666227017331
896,0.824487588699253
897,0.824659051940173
899,0.834577540953336
900,0.84697565221979
901,0.871666358912132
902,0.878577646469176
905,0.884288691339787
912,0.887401408636472
914,0.890619641773721
915,0.895829486401646
917,0.900920625708935
918,0.9010261415495
919,0.91087868316231
921,0.911749188846976
922,0.91544224326677
923,0.924120921153288
926,0.939644939196497
929,0.941346382125617
930,0.941873961328444
931,0.942124561449788
937,0.948890764726054
938,0.952069429423092
939,0.953296051069667
941,0.956144978764937
946,0.980730169616714
947,0.985847687884144
950,0.990582711229523
951,0.998470020311799
952,1
953,0.67614550634414
954,0.187567596085362
955,0.652272547416181
956,0.666754596533805
957,0.763736843493629
960,0.400366667545965
963,0.66667545965338
966,0.930478250547363
969,0.747724814687805
971,0.786646970376428
972,0.447782848400116
975,0.0826189031628373
980,0.91202616792846
982,0.49621461921971
983,0.321124271281226
985,0.167519586377905
987,0.299176976443589
988,0.454562241156454
991,0.509628320451608
992,0.0398717982537128
995,0.0998707430953072
996,0.208855416919465
998,0.209725922604131
1001,0.214975335672268
1002,0.353161518372946
1004,0.400722783507874
1005,0.747078530164341
1010,0.904297132607033
1011,0.969505922076552
1012,0.970785301643409
1013,0.106544620011079
1014,0.226331478013137
1015,0.408847503231423
1016,0.538777071407845
1022,0.580455828431243
1023,0.586206441742066
1024,0.940779234482577
1025,0.952056239943021
1026,0.00242686433300799
1028,0.18751483816508
1029,0.892664011184679
1032,0.91391226357857
1034,0.713827850906117
1036,0.770727267931098
1037,0.954667756997019
1039,0.33730776332797
1042,0.0302302883220343
1045,0.496689440502255
1046,0.546875412171252
1050,0.839800575061331
1052,0.860982880054868
1055,0.913437442296025
1057,0.306668601123744
1058,0.447426732438207
1060,0.288124192144346
1062,0.965430372734707
1063,0.558046901791131
1064,0.355918119707721
1065,0.377522488063521
1066,0.172900894246749
1067,0.924239626473924
1068,0.741011369331821
1070,0.480703790656572
1072,0.666609512253027
1077,0.893890632831254
1078,0.147379250309953
1079,0.104526629560263
1081,0.636933182093962
1082,0.808093064971379
1093,0.925558574480994
1094,0.169629903189216
